Medio;Dirección;Especialidad;Tipo de medio;Ciudad;Provincia;matched_especialidad;measure value
FM 99.1 - Eben-Ezer;Gral. Rohde 244 - (8370) San Martín de los Andes - Neuquén, Argentina;Religión;Radio;San Martín de los Andes;Neuquén;Religión;0
FM 99.1 - Radio Uno;Moreno 1449 (Local 15 y 13) - Chabás - Santa Fe, Argentina;Interés general;Radio;Chabás;Santa Fe;Interés general;0
FM 99.1 - Uno;*;Música;Radio;Sancti Spiritu;Santa Fe;Música;0
FM 99.3 - Color;*;*;Radio;General Roca;Rio Negro;*;0
FM 99.3 - Natura;Las Araucarias 145 - Sata - Salta, Argentina;Cultura;Radio;Salta;Salta;Cultura;0
FM 99.5 - Cordillerana;Agustín Aniceto 35 - Junín de los Andes - Neuquen, Argentina;Interés general;Radio;Júnin de los Andes;Neuquén;Interés general;0
FM 99.5 - Imagen;España 645 - Comandante Luis Piedra Buena - Santa Cruz, Argentina;Interés general;Radio;CL Piedrabuena;Santa Cruz;Interés general;0
FM 99.5 - Mágica;*;Interés general;Radio;El Quebrachal;Salta;Interés general;0
FM 99.5 - Sophia;*;Interés general;Radio;Salta;Salta;Interés general;0
FM 99.7 - Flash;Uruguay 218 - Venado Tuerto - Santa Fe, Argentina;Interés general;Radio;Venado Tuerto;Santa Fe;Interés general;0
FM 99.7 - Latina;Saavedra 3135 - (3000) Santa Fe - Santa Fe, Argentina ;*;Radio;Santa Fe;Santa Fe;*;0
FM 99.7 - Vida;*;Música;Radio;S Carlos Centro;Santa Fe;Música;0
FM 99.9 - Cielo;*;Interés general;Radio;Sn José de Metán;Salta;Interés general;0
FM 99.9 - Ciudad;Belgrano 976 - San Genaro - Santa Fe, Argentina;Música;Radio;San Genaro;Santa Fe;Música;0
FM 99.9 - FM 99.9;*;Interés general;Radio;Rio Colorado;Río Negro;Interés general;0
FM 99.9 - FM 100  ;*;*;Radio;San Justo;Santa Fe;*;0
FM 99.9 - Ingenio;Mitri 546 - (2322) Sunchales - Santa Fe, Argentina;Interés general;Radio;Sunchales;Santa Fe;Interés general;0
FM 99.9 - Nova;Osorno 24 - Villa La Angostura - Neuquén, Argentina;Interés general;Radio;Villa la Angostura;Neuquén;Interés general;0
FM 99.9 - Onda Cien;Moreno y Avenida San Martín - Villa Ocampo - Santa Fe, Argentina;Interés general;Radio;Villa Ocampo;Santa Fe;Interés general;0
FM 99.9 - UNPA;*;Interés general;Radio;Rio Gallegos;Santa Cruz;Interés general;0
Guía Noroeste;*;Guia;Digital;Salta;Salta;Guía;1
Info Casilda;Peatonal Sarmiento 2083 - Casilda - Santa Fe, Argentina;Interés general;Digital;Casilda;Santa Fe;Interés general;0
InfoRosario;*;Interés general;Digital;Rosario;Santa Fe;Interés general;0
Informativo Hoy;*;Interés general;Digital;Las Grutas;Río Negro;Interés general;0
Informe Blanco;*;Esqui;Digital;San Carlos de Bariloche;Río Negro;Esqui;0
Informe Venado;Uruguay 218 - Venado Tuerto - Santa Fe, Argentina;Interés general;Digital;Venado Tuerto;Santa Fe;Interés general;0
La Comuna de Villa Regina;San Lorenzo 14 - Villa Regina - Rio Negro, Argentina;Interés general;Periódico Semanal;Villa Regina;Rio Negro;Interés general;0
La Guia Semanal;Moreno y Brown - (2600) Venado Tuerto - Santa Fe, Argentina;Interés general;Semanal;Venado Tuerto;Santa fe;Interés general;0
La Voz de San Carlos;*;Interés general;Digital;San Carlos Centro;Santa Fe;Interés general;0
Las Rosas Digital;Tucumán 554 - (2520) Las Rosas - Santa Fé, Argentina.;Interés general;Semanal;Las Rosas;Santa Fé;Interés general;0
Limite ;*;Musica;Digital;Neuquén;Neuquén;Música;1
Los Antiguos;*;Turismo y gral;Digital;Los Antiguos;Santa Cruz;Turismo y gral;0
Los Antiguos Habla;*;*;Digital;Los Antiguos;Santa Cruz;*;0
Los Polifuncionales;*;*;Digital;Rosario;Santa Fe;*;0
Mapuchito;*;Interés general;Digital;Viedma;Rio Negro;Interés general;0
María Susana Digital;*;Interés general;Digital;Maria Susana;Santa Fe;Interés general;0
Megarruedas;*;Automóviles;Revista;Santa Fe;Santa Fe;Automóviles;0
Mercosurco;*;Agro;Periódico;Rosario;Santa Fe;Agro;0
Mercosurco (Digital);*;Agro;Digital;Rosario;Santa Fe;Agro;0
Minuto Neuquén ;*;Interés general;Digital;Neuquén;Neuquén;Interés general;0
Neuquén Deportes;*;Deportes;Digital;Neuquén;Neuquén;Deportes;0
Neuquen Kids;*;Infantil;Digial;Neuquén;Neuquén;Infantil;0
Noticias San Javier;*;Turismo;Digital;San Javier;Santa Fe;Turismo;0
Noticias de Tartagal;*;Interés general;Diario;Tartagal;Salta;Interés general;0
Noticias Iruya;Arenales 2252 2º C - Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Diario;Salta;Salta;Interés general;0
Noticias Net;Avda. Caseros y México - Viedma - Río Negro, Argentina;Interés general;Diario;Viedma;Rio Negro;Interés general;0
Nuevo Bariloche ( Digital);*;Interés general;Digital;Bariloche;Rio Negro;Interés general;0
Ocampense;*;Regional;Periódico;Villa Ocampo;Santa Fe;Regional;0
Opi Santa Cruz;*;Interés general;Digital;Rio Gallegos;Santa Cruz;Interés general;0
Orán Noticias;*;Interés general;Diario;Orán;Salta;Interés general;0
Panorama;Andes 101 - (4200) Santiago del Estero - Santiago del Estero, Argentina;Interés general;Digital;Santiago del Estero;Santiago del Estero;Interés general;0
Pilar en la Web;*;Interés general;Digital;Pilar;Santa Fe;Interés general;0
Plural;*;*;Revista;San Juan;San Juan;*;0
Política Municipios;*;Interés general;Digital;San Juan;San Juan;Interés general;0
Portal de Fe (Digital);Planas 635 - (8302) Neuquén - Neuquén, Argentina;Religion;Digital;Neuquén;Neuquén ;Religión;1
Portal de los Pueblos;*;*;Digital;Santa Teresa;Santa Fe;*;0
Portal Pellegrinense;*;Interés general;Digital;Carlos Pellegrini;Santa Fé;Interés general;0
Portal Reconquista;*;Clasificados;Portal;Reconquista;Santa Fe;Clasificados;0
Prensa Fe;Amenábar 2655 - (3000) Santa Fe - Santa Fe, Argentina;Gremio Prensa;Digital;Santa Fe;Santa Fe;Gremio Prensa;0
Punto Biz;Rioja 1065 piso 3 - (2000) Rosario - Santa Fe, Argentina;Negocios;Digital;Rosario;Santa Fe;Negocios;0
Rafaela Futbol;*;Deportes;Digital;Rafaela;Santa Fe ;Deportes;0
Reconquista;*;Interes general;Digital;Reconquista;Santa Fe;Interés general;1
Red de Noticias;Avenida Piedrabuena 1179 - (9310) Puerto San Julián - Santa Cruz, Argentina;Interés general;Digital;Puerto San Julián;Santa Cruz;Interés general;0
Redes del Deporte;*;Deportes;Digital;Carcarañá;Santa Fe;Deportes;0
Reflejo Real;*;Interés general;Digital;San Luis;San Luis;Interés general;0
Región Net;Hábegger 1383 - (3560) Reconquista - Santa Fe, Argentina;Interés general;Digital;Reconquista;Santa Fe ;Interés general;0
Roca Portal;*;Interes general;Digital;General Roca;Rio Negro;Interés general;1
Rosario express;*;Interés general;Revista;Rosario;Santa Fe;Interés general;0
Rosario Mix;*;Interés general;Portal;Rosario;Santa Fe;Interés general;0
San Jorge Noticias;*;Interés general;Digital;San Jorge;Santa Fe;Interés general;0
San Jorge Virtual;Av. Alverdi 962 - (2451) San Jorge - Santa Fe, Argentina;Interés general;Digital;San Jorge;Santa Fe ;Interés general;0
San José Virtual;*;Interés general;Digital;*;Santa Fe;Interés general;0
Sanlorencinos;Lisandro de la Torre 138 - (2156) Fray Luis Beltrán - Santa Fe , Argentina ;Interés general;Portal;San Lorenzo;Santa Fe;Interés general;0
Santa Fe Deportivo;*;Deportes;Digital;Santa Fe;Santa Fe;Deportes;0
Santa Fe Legal;*;Judicial;Digital;Santa Fe;Santa Fe;Judicial;0
Santa Fe Online;*;Interés general;Digital;Santa Fe;Santa Fe ;Interés general;0
Seper Noticias On Line;*;Interés general;Digital;Romang;Santa Fe;Interés general;0
Siempre Tarde;*;Interés general;Digital;Santa Fe;Santa fe;Interés general;0
Sunchanet;Juan B. Justo 322 - Sunchales - Santa Fe, Argentina;Interés general;Digital;Sunchales;Santa Fe ;Interés general;0
Sur Digital;*;Interés general;Digital;Villa Gobernador Gálvez;Santa Fe;Interés general;0
Sur Noticias;Bella Vista 120 - Comandante Luis Piedra Buena - Santa Cruz, Argentina;Interés general;Digital;C L Piedrabuena;Santa Cruz;Interés general;0
Telesol;*;Interés general;Televisión;San Juan;San Juan;Interés general;0
Venado Online;*;Interés general;Digital;Venado Tuerto;Santa Fe;Interés general;0
Via Rosario;Alvear 969 - Rosario - Santa Fe, Argentina;Interés general;Periódico;Rosario;Santa Fe;Interés general;0
Villa Constitución;*;Clasificados;Guia;Villa Constitucion;Santa Fe;Clasificados;0
Villa Ocampo SF;*;Interés general;Digital;Villa Ocampo;Santa Fe;Interés general;0
Zapalanoticias (Digital);*;Interés general;Digital;Zapala;Neuquén;Interés general;0
FM Laser;*;Interes general;Digital;Río Mayo;Chubut;Interés general;1
Radio America 24;*;Interés general;Digital;Córdoba;Córdoba;Interés general;0
Radio Urbana;*;Interés general;Digital;*;Corrientes;Interés general;0
Radio Provincia;*;Interés general;Digital;Concepción del Uruguay;Entre Ríos;Interés general;0
FM 99.5 - Argentina;Arabarco 1412 - (8300) Neuquen;Interés general;Radio;Neuquén;Neuquén;Interés general;0
FM 88.3 - La Fabrica;*;Música;Radio;Elortondo;Santa Fé;Música;0
Redes del Deporte;*;Deportes;Digital;Carcarañá;Santa Fe;Deportes;0
AM 1460 - Radio 21;San Martín 610, Piso 6 Of. 6 - San Miguel de Tucumán - Tucumán, Argentina.;Interés general;Radio;Yerba Buena;Tucumán;Interés general;0
Ecos Fueguinos;*;Interés general;Digital;Rio Grande Drios;Tierra del Fuego;Interés general;0
FM 100.1 - Municipal;*;*;Radio;La Cocha;Tucumán;*;0
FM 100.3 - Aconquija;Av. 9 de Julio y Alberdi, Galería Paseo del Palmar - San Isidro de Lules - Tucumán. Argentina. ;Interés general;Radio;San Isidro de Lules;Tucumán;Interés general;0
FM 101.5 - Rivadavia Tucumán;*;*;Radio;San Miguel de Tucumán;Tucumán;*;0
FM 101.7 - Millenia;*;Interés general;Radio;Concepción  ;Tucumán;Interés general;0
FM 101.9 - Municipal;*;Interés general;Radio;Aguilares;Tucumán;Interés general;0
FM 102.5 - La Radio;Hipólito Irigoyen 40 - Simoca - Tucumán, Argentina;Interés general;Radio;Simoca;Tucumán;Interés general;0
FM 103.3 - Libertad;R. Paz Posse 32 - Banda del Río Salí - Tucumán, Argentina;Interés general;Radio;Banda del rio Sali;Tucumán;Interés general;0
FM 103.5 - Ritual;Trejo Noel 648, Bº Chacra 2 - Rio Grande - Tierra del Fuego, Argentina;Interés general;Radio;Rio Grande;Tierra del Fuego;Interés general;0
FM 104.1 - Amistad;Av. Marina Alfaro 1767 - San Miguel de Tucumán - Tucumán, Argentina;Interés general;Radio;San Miguel de Tucumán;Tucumán;Interés general;0
FM 104.1 - Music;*;Música;Radio;Aguilares;Tucumán;Música;0
FM 104.3 - Dinámica;Calle 17 Nº 162 - VMM - Tucumán, Argentina;Interés general;Radio;Las Talitas;Tucuman;Interés general;0
FM 104.7 - Municipal Monteros;25 de Mayo 261 - (4142) Monteros - Tucumán, Argentina;Interés general;Radio;Monteros;Tucumán;Interés general;0
FM 104.9 - Conciencia;*;Interés general;Radio;Los Ralos;Tucumán;Interés general;0
FM 104.9 - Prensa;*;Música;Radio;Ushuaia;Tierra del Fuego;Música;0
FM 105.1 - Metropolitana;Shipton 2396 - (4146) Concepción - Tucumán, Argentina;Música;Radio;Concepción  ;Tucumán;Música;0
FM 105.3 - Identidad;Alejandro Aguado 920, B° San Martin - (4152) Aguilares - Tucumán , Argentina ;Interés general;Radio;Aguilares;Tucumán;Interés general;0
FM 105.3 - Red Melody;*;*;Radio;Monteros;Tucumán;*;0
FM 105.5 - Vida;Av. Adolfo de la Vega 554 - (4000) San Miguel de Tucumán - Tucumán, Argentina;Religión;Radio;San Miguel de Tucumán;Tucumán;Religión;0
FM 105.7 - Nevada;10 de Diciembre 928 (chacra II) - (9420) Rio Grande - Tierra del Fuego, Argentina;Interés general;Radio;Rio Grande;Tierra del Fuego;Interés general;0
FM 106.3 - Alternativa;*;Interés general;Radio;Ushuaia;Tierra del Fuego;Interés general;0
FM 106.3 - FM 2000;*;*;Radio;Aguilares;Tucumán;*;0
FM 106.7 - Impacto;Avda. Juan B. Justo 2809 - Las Talitas - Tucumán, Argentina;Interés general;Radio;Las Talitas;Tucumán;Interés general;0
FM 106.7 - Radio A Trancas;*;Interés general;Radio;Trancas;Tucumán;Interés general;0
FM 107.9 - Echeverria;Sargento Cabral 2198 - (4000) San Miguel de Tucumán - Tucumán, Argentina;Interés general;Radio;San Miguel de Tucumán;Tucumán;Interés general;0
FM 89.5 - Emanuel;*;Religión;Radio;San Miguel de Tucumán;Tucumán;Religión;0
FM 91.3 - Activa;San Lorenzo 227, 3° piso - San Miguel de Tucuman - Tucuman, Argentina;Interés general;Radio;San Miguel de Tucumán;Tucumán;Interés general;0
FM 91.5 - Mediterranea;*;Interés general;Radio;Tolhuin;Tierra del Fuego;Interés general;0
FM 94.1 - Del Sur;Puerto Español 751 - Ushuaia - Tierra del Fuego, Argentina;Interés general;Radio;Ushuaia;Tierra del Fuego;Interés general;0
FM 94.1 - Metro;Shipton 2396 - (4146) Concepción - Tucumán, Argentina;Música;Radio;Concepción  ;Tucumán;Música;0
FM 94.5 - Tafi Viejo;9 de Julio 13 - Tafí Viejo - Tucumán, Argentina;Interés general;Radio;Tafi Viejo;Tucumán;Interés general;0
FM 94.7 - Del Bosque;*;Interés general;Radio;Tolhuin;Tierra del Fuego;Interés general;0
FM 94.7 -  Universidad;25 de mayo 265 1° piso - San Miguel de Tucumán - Tucumán, Argentina;Interés general;Radio;San Miguel de Tucumán;Tucumán;Interés general;0
FM 95.5 - Mediterranea;24 de Septiembre 1.224 - Concepción - Tucumán, Argentina;Interés general;Radio;Concepción del Uruguay;Tucumán;Interés general;0
FM 95.7 - Safredo;*;Música;Radio;Santa Ana;Tucumán;Música;0
FM 95.7 - Tiempo;Avenida Belgrano 2550 - San Miguel de Tucumán - Tucumán, Argentina;Interés general;Radio;San Miguel de Tucumán;Tucumán;Interés general;0
FM 96.3 - Radio A;Florida 245 - Banda del Rio Sali - Tucumán, Argentina;Interés general;Radio;Banda del Rio Sali;Tucumán;Interés general;0
FM 97.1 - Concepción;España y Lamadrid - Concepción - Tucumán, Argentina;Interés general;Radio;Concepción  ;Tucumán;Interés general;0
FM 97.5 - Del Jardin;Av. Aconquija 1978 Altos - Yerba Buena - Tucumán;Interés general;Radio;Yerba Buena;Tucumán;Interés general;0
FM 97.9 - Rhema;*;Religión;Radio;San Miguel de Tucumán;Tucumán;Religión;0
FM 98.1 - Radio Argentina;Peron Sur 248 - Ushuaia - Tierra del Fuego, Argentina;Interés general;Radio;Ushuaia;Tierra del Fuego;Interés general;0
FM 99.3 - Aguilares;25 de mayo 1330, Barrio San Nicolas - Aguilares - Tucumán, Argentina;Interés general;Radio;Aguilares;Tucumán;Interés general;0
FM 99.5 - Artika;*;Interés general;Radio;Ushuaia;Tierra del Fuego;Interés general;0
Fotoguia del NOA;*;Clasificados;Revista;San Miguel de Tucumán;Tucumán;Clasificados;0
MERCOPRESS;*;Interés general;Periódico;Islas Malvinas;Tierra del Fuego;Interés general;0
24 Formosa;*;Interés general;Digital;Formosa;Formosa;Interés general;0
254 La Posta;*;Interés general;Periódico;Mercedes;Buenos Aires;Interés general;0
5 Días;*;Interés general;Digital;Quilmes;Buenos Aires;Interés general;0
905 Digital;*;Interés general;Digital;Paraná;Entre Ríos;Interés general;0
Análisis Litoral;*;Interés general;Digital;Concordia;Entre Ríos;Interés general;0
ABC Deporte;*;Deportes;Digital;Santiago del Estero;Santiago del Estero;Deportes;0
ABC Saladillo;*;Interés general;Digital;Saladillo;Buenos Aires;Interés general;0
Academia de Ciencias;*;Interés general;Digital;*;Formosa;Interés general;0
Actualidad Pampeana;*;Interés general;Digital;Santa Rosa;La Pampa;Interés general;0
Actualidad Sanmartinense On Line (Digital);*;Interés general;Digital;San Matín;Buenos Aires;Interés general;0
Actualidad Sur ;*;Interés general;Digital;Candelaria;Misiones;Interés general;0
AdnEntreRíos.com.ar ;*;Interés general;Digital;Paraná;Entre Ríos;Interés general;0
ADN Necochea;*;Interés general;Digital;Necochea;Buenos Aires;Interés general;0
Aft Red;*;Interés general;Digital;La Plata;Buenos Aires;Interés general;0
Agencia de Noticias Bariloche ;*;Interés general;Digital;Bariloche;Rio Negro;Interés general;0
Dib (Digital);Calle 49 Nº 535, Oficina 3 - (1900) La Plata - Buenos Aires, Argentina;Interés general;Digital;La Plata;Buenos Aires;Interés general;0
Agencia Medios y Noticias;*;Interés general;Digital;San Salvador de Jujuy;Jujuy;Interés general;0
Agencia NOVA ;Diagonal 74 nro 1361 entre 8 y 9 - La Plata - Buenos Aires, Argentina;Interés general;Digital;La Plata;Buenos Aires;Interés general;0
Agencia Periodística Patagónica;Mitre 919 - (8500) Viedma - Río Negro, Argentina;Interés general;Digital;Viedma;Rio Negro;Interés general;0
Agencia Suburbana;*;Interés general;Periódico;Quilmes;Buenos Aires;Interés general;0
Agenciafe.com ;*;Interés general;Digital;Santa Fe;Santa Fe;Interés general;0
AgenciaHOY;*;Interés general;Digital;Posadas;Misiones;Interés general;0
Agensur.info ;Pje. Gonzalo de Abreú 1853 - (4400) Salta - Salta, Argentina  ;Interés general;Digital;Salta;Salta;Interés general;0
Agro en Línea;*;Interés general;Digital;Posadas;Misiones;Interés general;0
AGROactual;*;Agro;Digital;*;La Pampa;Agro;0
Agroregion;*;Agro;Digital;Paraná;Entre Ríos;Agro;0
Agua y Aceite;*;Interés general;Digital;Azul;Buenos Aires;Interés general;0
Ahorainfo.com.ar;*;Interés general;Digital;Necochea;Buenos Aires;Interés general;0
Alem Digital;Entre Ríos Nº 41 - (3315) Leandro N. Alem - Misiones, Argentina ;Interés general;Digital;Leandro N. Alem;Misiones;Interés general;0
Animal Político;*;Interés general;Digital;Lomas de Zamora;Buenos Aires;Interés general;0
Arrecifes Hoy;*;Interés general;Digital;Arrecifes;Buenos Aires;Interés general;0
Arrecifes Digital;*;Interés general;Digital;Arrecifes;Buenos Aires;Interés general;0
Artículo 14;*;Interés general;Digital;Berazategui;Buenos Aires;Interés general;0
Axioma-InFor;*;Interés general;Digital;Formosa;Formosa;Interés general;0
Bahía Digital;*;Interés general;Digital;Bahía Blanca;Buenos Aires;Interés general;0
Bahíanoticias.com;*;Interés general;Digital;Bahía Blanca;Buenos Aires;Interés general;0
Basquet Digital;*;Deportes;Digital;*;Mendoza;Deportes;0
Bragado es Noticia (Digital);*;Interés general;Digital;Bragado;Buenos Aires;Interés general;0
Bragado Virtual (Digital);*;Interés general;Digital;Bragado;Buenos Aires;Interés general;0
BYN Fm;*;Interés general;Digital;Concordia;Entre Ríos;Interés general;0
Cable a Tierra ;*;Interés general;Digital;Salta;Salta;Interés general;0
Cable Información;*;Interés general;Digital;Concordia;Entre Ríos;Interés general;0
Cadena Azul y Blanca;*;Interés general;Digital;*;Formosa;Interés general;0
Campo en Acción;Arturo Illia 131 Planta Alta Dept 2 - (3100) Paraná - Entre Ríos, Argentina ;Interés general;Digital;Paraná;Entre Ríos;Interés general;0
CampoNOVA.com.ar;*;Agro;Digital;La Plata;Buenos Aires;Agro;0
Canal 5 - Chascomús;*;Interés general;Digital;Chascomús;Buenos Aires;Interés general;0
Cerohora;*;Interés general;Digital;Trenque Lauquen;Buenos Aires;Interés general;0
Chacabucoya;*;Interés general;Digital;Chacabuco;Buenos Aires;Interés general;0
Clarín Entrerriano;*;Interés general;Digital;Bovril;Entre Ríos;Interés general;0
Click Jujuy;*;*;Digital;San Salvador de Jujuy;Jujuy;*;0
Clorinda Noticias;*;Interés general;Digital;Clorinda;Formosa;Interés general;0
Código Bragado;General Paz 1220 2º piso - Bragado - Buenos Aires, Argentina;Interés general;Digital;Bragado;Buenos Aires;Interés general;0
Contexto ;*;Interés general;Revista;San Miguel de Tucumán;Tucumán;Interés general;0
Criterio 24;Calle Cap.Eduardo Giachino 569 - (4600) San Salvador de Jujuy - Jujuy, Argentina;Interés general;Digital;San Salvador de Jujuy;Jujuy;Interés general;0
Crónica y Análisis;*;Interés general;Digital;San Isidro, Vicente López y otros;Buenos Aires;Interés general;0
Data Entre Ríos;*;Interés general;Digital;Paraná;Entre Ríos;Interés general;0
Del Norte Noticias;*;Interés general;Digital;Clorinda;Formosa;Interés general;0
DeLarroque;*;Interés general;Digital;Larroque;Entre Ríos;Interés general;0
Delinterior.com;*;Interés general;Digital;La Rioja;La Rioja;Interés general;0
Deporte Marplatense;*;Deportes;Digital;Mar del Plata;Buenos Aires;Deportes;0
Deporte Tandilense;*;Deportes;Digital;Tandil;Buenos Aires;Deportes;0
Deportelauquen;*;Deportes;Digital;Trenque Lauquen;Buenos Aires;Deportes;0
Deportes en Quilmes;C.C. 28, Sucursal Quilmes - (1878) Quilmes - Buenos Aires, Argentina;Deportes;Digital;Quilmes;Buenos Aires;Deportes;0
